Mushroom_type,UV_exposure_time,UV_intensity,Temperature,Humidity,Extraction_method,Vitamin_D3_yield
Button,35.82345789709004,7.458379890923586,29.279052650131796,57.856768634880694,Water,60.290548496646544
Portobello,33.600619350399725,7.231925361919327,31.450695887683935,88.05779302652368,Ethanol,57.17197190858041
Portobello,118.94870661654649,9.921303943319694,31.079170151050405,57.0196650952543,Ethanol,103.33757922343011
Button,40.91961434785462,2.155548605087127,26.050019348157782,72.70909271724219,Water,50.497532976930515
Button,68.76343816505675,1.936986844457497,25.40339784621502,73.1725786664775,Ethanol,60.84025153488468
Button,162.454029684022,7.51904935415867,17.857519226788234,69.58497848200979,Water,107.82090735614787
Button,90.5734788446883,6.205482253057681,30.506923008062714,75.78980994307274,Ethanol,72.12479754946779
Button,123.48481554857462,3.4674459990382527,20.428187608934287,59.19306903190474,Supercritical CO2,73.5055128029855
Portobello,39.29437810427707,1.7147743209008794,24.93390845635893,72.10649071106992,Ethanol,52.57611961393355
Button,42.689133197474035,1.770924246367875,20.685481858550332,64.88693020987589,Supercritical CO2,49.150530715556876
Shiitake,16.947664765301408,9.047717871977065,17.676567259993863,76.46669038516757,Supercritical CO2,58.67368912186244
Oyster,38.71896072226797,2.726805922468686,27.591153937834733,55.64894173492598,Water,47.803039525857436
Button,57.36035763543297,3.9103440590396867,16.086640696458076,72.83509667357905,Ethanol,61.88544227748483
Button,40.09178232704696,3.039907620042892,29.972904682524,57.41081421533295,Water,46.12400320425781
Portobello,25.079430738699454,4.194966752487436,21.351735905222334,61.14572252460145,Ethanol,54.659680277416605
Button,30.508098087102137,1.6248145847148403,15.002693860089707,58.74839201294333,Supercritical CO2,49.80587360866183
Button,88.33239056556339,5.671538118174434,25.222582784744596,57.313511194752685,Supercritical CO2,69.99105644376507
Button,45.07673212898473,1.6085130723299341,15.937038170552063,83.02843806242669,Ethanol,54.01920249630446
Portobello,71.92587637817283,8.203208570401255,20.52339115641799,61.428302706435616,Ethanol,75.56997860619695
Button,95.58093604532567,3.103408737193897,29.139529749114324,87.08495127457797,Water,57.081254964277676
Oyster,127.3671208669921,5.860107231440596,16.25379243243732,88.79706101380764,Ethanol,81.63004324888368
Portobello,16.68306377298682,8.920711788053124,31.78676984712005,72.8504187974839,Ethanol,58.55387082356194
Oyster,145.89976781453726,6.8578963214247475,15.076398453171663,55.720044906629056,Ethanol,91.24423381072995
Portobello,116.74306621345431,5.796620078962018,19.936477384038046,64.98192973518326,Water,75.23985321174015
Button,23.899035431308224,3.9190037780383804,29.81808112304143,81.90929053392856,Ethanol,48.146450532949174
Oyster,158.50836609815212,3.9970172175237813,21.325402994586135,64.69562914788281,Supercritical CO2,79.49337413264836
Portobello,166.54830809040823,7.025382596783711,17.037847761320272,53.48068873211155,Water,102.6112522043251
Shiitake,20.383253175326836,9.947254250990508,22.20467837600856,72.27139643712752,Water,56.46981654204497
Button,57.069200185024634,6.9565527086444074,20.40786572769051,83.8048340598414,Supercritical CO2,66.98645389963943
Portobello,147.05421756482042,6.020050756330225,31.854238043211097,81.8370554857401,Supercritical CO2,90.50186016961845
Shiitake,137.20414736522193,7.575854592153215,21.26695835170286,57.004925605214126,Supercritical CO2,98.58030088562161
Portobello,41.368573290584145,5.186850510553463,30.778649435520144,76.91058457649866,Ethanol,63.012162257558046
Shiitake,45.589384967240754,1.541281083407067,32.8374428962147,58.82017053742588,Supercritical CO2,49.35637119722955
Button,72.98025747453494,6.0606713429011885,23.67634839153059,58.72830138208689,Ethanol,73.34527330709612
Oyster,92.36890748247363,9.618627560548422,33.19886287708784,84.96287093220741,Water,87.82317747051916
Shiitake,115.10331116015031,2.577726481218937,22.546361079263857,59.986758109609205,Water,55.88814179127765
Portobello,72.71531872686131,7.210044017385991,34.28156832980216,60.52989386072045,Supercritical CO2,77.44694162908463
Button,88.63090174263515,2.8084031979315083,16.78579049051146,50.02613563045198,Ethanol,54.5900833990706
Shiitake,137.0700594827386,5.822449160257731,28.740385330064854,84.8267613650207,Supercritical CO2,91.91341819960908
Portobello,16.236144491401642,1.8700880468204766,24.876280809138574,81.7037925283654,Supercritical CO2,57.97739255615103
Portobello,52.91428053848353,5.053338426323666,22.752976109112943,75.09315740362712,Ethanol,58.178703212527665
Portobello,131.2694296003739,7.805469960057215,27.65423757497202,80.0106305575537,Supercritical CO2,98.3995276848515
Shiitake,162.18516240682388,4.128143718150839,29.077141832686625,56.081942696979674,Water,78.67399637256769
Shiitake,96.98516515966324,6.984205520384962,15.08726539300618,68.33294378350303,Supercritical CO2,80.37923470273554
Shiitake,100.45929249510367,8.159049647107562,18.339061774943975,64.04877549395124,Ethanol,83.63710534981698
Oyster,28.219241927761928,9.344600375315075,29.260921012686374,53.75106105028066,Ethanol,53.05043163991107
Shiitake,86.06010235998728,3.111778736699082,28.327708271564127,69.44521940859696,Water,54.499198350209916
Shiitake,100.54493529735394,4.593843242283773,34.32095010257355,86.82958601370541,Ethanol,70.6770373757652
Shiitake,51.219985617904044,2.371744119973757,30.22075580501566,51.602364762027776,Ethanol,46.17261547031658
Oyster,55.77134926139476,9.932351519425376,34.01545415462676,61.658436539751754,Water,70.00128950011471
Shiitake,74.13830772778584,9.343008711318658,29.05081003069614,58.301637448228135,Supercritical CO2,84.13779537938794
Portobello,13.412103622213483,5.859614172525037,20.961044172788863,59.52586614662785,Water,46.90649211025551
Shiitake,64.7534581491403,8.578299649387791,17.10729844501713,86.33738207517501,Supercritical CO2,71.40950800870333
Portobello,45.94616118941259,5.6886217954483795,30.636477266898712,68.7227621693716,Water,60.95714097764764
Portobello,65.6745498702455,6.612271192024838,27.882984429518316,68.65197651759274,Supercritical CO2,67.68352892789073
Portobello,30.359562409272705,1.8021198890441497,15.963720247865925,80.42302569821129,Water,49.55898844051373
Oyster,161.38963772578214,7.797433784471272,22.201009318019565,56.17968816019703,Supercritical CO2,115.25053604865616
Oyster,110.91071710418828,2.1494213527171135,34.13599630968572,69.49061416400204,Water,55.405416329911894
Oyster,125.44739425456324,8.434608672272756,25.008022914204027,67.19940856484239,Supercritical CO2,104.69788354436317
Shiitake,144.1591105632475,8.038252789033473,23.654582720394092,73.87642762186624,Water,105.08086289414847
Portobello,94.73517381793974,7.378702279686788,24.153992103185878,89.98230813001754,Ethanol,80.59295434203446
Oyster,24.776448974862028,1.325443424722859,19.177654480103275,80.77795576328188,Supercritical CO2,55.613939614163826
Oyster,101.30811210915313,3.7281552035079573,22.374143417295905,65.91462812069709,Water,68.21912202189343
Shiitake,109.76299006354945,3.368013129197586,22.396265119743532,83.10212209096187,Supercritical CO2,67.44077834584697
Oyster,136.7247106113361,4.241227667243672,16.047100403749447,56.828334532499206,Supercritical CO2,76.82452583980582
Shiitake,83.3821228590455,1.7887847208745469,30.351352570358365,51.21854745235841,Water,53.36501270904005
Button,31.68865147524584,9.432620407279565,23.33008863807758,58.177934898570925,Supercritical CO2,68.70054958977965
Oyster,58.24190398578316,5.9842201664113865,31.443597736328467,63.616462244570386,Water,61.30642235033198
Button,71.72399038776797,3.749718795922212,32.006960022397905,70.42323029838239,Ethanol,59.958045849578255
Shiitake,119.8059310263722,4.5728336536685505,19.23988109397316,74.60516562164798,Supercritical CO2,76.3725702771312
Portobello,107.03231179371502,5.024822864543521,28.14706964340257,86.42422868857687,Ethanol,78.25067247846846
Oyster,70.53644340263386,6.405349000245556,24.445636083259636,70.3941603820183,Supercritical CO2,70.93119280760713
Shiitake,177.70759229480655,5.6411148492684795,32.603134758429704,70.05102578502917,Supercritical CO2,100.65100737605327
Portobello,112.98171929067081,9.274527758929755,19.31481358352908,52.009720392919284,Supercritical CO2,96.91449541947576
Portobello,50.32855459511906,5.472671346152472,28.556264006200884,51.396462106248954,Water,53.77407805416641
Button,27.303020345468635,9.929422133409814,27.155042445054452,72.04639847665489,Ethanol,61.36761356193827
Shiitake,35.98605366133644,8.662824619705862,20.906029551436657,67.52714452993378,Supercritical CO2,70.85221071074838
Portobello,51.81281382536638,2.8765946292160223,17.732018073023454,83.56721579921194,Water,47.1080484291938
Oyster,37.315833454124466,9.375356931795245,28.032795209545533,56.42718338847381,Supercritical CO2,66.65347918885855
Oyster,41.716394088721984,2.0472975809692846,29.771949162646614,50.99886648468198,Water,41.86420376372528
Button,58.466178677954005,8.357047376420724,21.312546875267,67.96155071720503,Supercritical CO2,71.46151376242332
Portobello,39.47351120010832,4.4256096412892205,27.896652080446277,59.4991422700903,Ethanol,54.16117983475003
Shiitake,162.45012218649228,8.901768884005627,22.902618152230065,51.984574933553496,Ethanol,117.17697388997557
Oyster,23.639736762479174,8.812510210967053,29.264137665652356,78.98393147390516,Supercritical CO2,58.928167569364554
Portobello,99.16693622694329,8.253328601058591,18.984305497881063,54.463719998289896,Water,81.17547250982568
Portobello,79.76746058824246,8.110273926763552,32.80430005272349,74.33278000031086,Supercritical CO2,78.74173397745257
Button,177.00436487446308,3.742112251882367,20.748191929311595,61.241990006675564,Water,75.12356354024035
Oyster,29.0466133685689,1.7282735474612696,22.355719755123058,56.93984201420088,Supercritical CO2,55.77029339959416
Oyster,77.63545183777607,4.626821608886453,16.161839041606996,65.1900609167727,Water,65.79390702149574
Shiitake,174.8099736568127,2.561720634878578,17.230244246425528,82.05783104891815,Ethanol,66.99700580047576
Oyster,157.13621140197665,7.254559800122156,25.317238054246562,65.6837430761829,Supercritical CO2,108.74781868076407
Shiitake,148.9022520613776,4.11489753884007,20.35185353455943,80.03078596844223,Ethanol,82.33122830454415
Oyster,53.84348059763977,9.780491807739233,31.70960451484389,55.01945187196603,Ethanol,65.3836332906181
Button,39.05088985631119,6.768748696107988,15.293867773099077,80.91085678660316,Supercritical CO2,65.22910766782316
Oyster,123.66934738715327,8.40232507270925,22.58188097343872,59.47733299626594,Supercritical CO2,105.60922933300739
Shiitake,167.99391815168957,2.192722054676636,21.746910935381855,77.0957251955549,Water,60.936384053976724
Shiitake,104.64969181236806,8.758130340453603,15.38655261835202,72.63126219363986,Water,87.08347713361377
Button,107.17415720988298,9.30481471462055,17.487367980010205,87.1657886884675,Ethanol,99.78229943570187
Oyster,57.59644592224831,5.3835572693704234,23.272853498372704,65.49290071901257,Water,61.45952588644881
Oyster,140.81379864262928,6.456276439758797,24.857291688948933,52.64660755337762,Water,84.08511589054477
Button,41.79743725477897,7.883288208126959,23.085794945097383,50.76621942205011,Supercritical CO2,61.6303645676008
Oyster,65.02547018872143,2.573547645343713,25.61875356824188,83.07434243891012,Water,54.066249469011595
Oyster,82.32419456479086,5.523094688170982,26.90263349811363,70.98942550645728,Ethanol,73.29040024754258
Shiitake,96.29376437635736,4.587967249950818,15.198476422556713,81.00976207339798,Water,68.27882616011584
Oyster,51.20965451056364,2.317365929460242,24.28190318907008,59.37702400046059,Ethanol,57.547766317178215
Oyster,29.5222602056646,4.307809800623783,34.26998481775176,63.80334982052935,Supercritical CO2,52.21360060514431
Button,113.80540721507754,1.6135507844694421,25.380645602590974,51.204154888452756,Ethanol,54.690378520035644
Button,59.06719405084348,1.232307162545383,28.550845349179063,88.45969298296448,Water,48.21548959226506
Portobello,108.8104976418441,2.2164966023934047,21.237277158337662,76.71471626803253,Supercritical CO2,62.643597404761316
Shiitake,36.24166159661439,9.668036004302564,30.479827563055252,87.32820351037225,Water,58.10131442602405
Oyster,91.79381731531898,5.945765823055153,30.4584296375223,60.6198562971629,Supercritical CO2,80.5502350880739
Oyster,100.5402035337696,9.69239945037898,25.42592095308278,74.45854444902643,Supercritical CO2,105.02089514413129
Portobello,18.810001259812573,4.892480904971188,34.520276465584274,77.1399987317055,Water,49.300626196231846
Oyster,67.2227272929665,3.806345197767336,17.511004295253066,62.70198801030354,Water,57.119798378097244
Shiitake,32.85049507962562,5.555276765562197,15.338953297791619,83.92436940062521,Supercritical CO2,54.71410224746204
Portobello,20.773744980370516,4.955605197696191,30.40316423514192,87.88645851600991,Supercritical CO2,54.38695366018988
Shiitake,178.2932395062907,1.9509821583556952,31.14311074729765,85.39420470784017,Water,63.42027362706803
Portobello,64.8001536457029,6.767436832211856,17.404144582411526,79.5626790375749,Ethanol,68.88692517682023
Portobello,147.67865579528794,2.9443436425863965,20.311656659172122,61.09858718899816,Water,70.45690170822873
Button,53.288911309839854,6.576291594080466,15.351047267332579,61.26464168422527,Supercritical CO2,65.99383005475204
Shiitake,125.85546277806797,6.85180983158338,20.866172215611293,88.53441281784151,Water,85.87959108809889
Oyster,139.2387361812467,2.368223678157833,30.46283747837343,50.41137983742768,Ethanol,62.6523685971919
Oyster,111.25858590333353,1.5521466439960134,25.35921055425158,78.64199892968578,Water,52.502944199883856
Shiitake,90.16795205352692,8.026854274615959,21.961911863365764,78.24984650221049,Supercritical CO2,86.47201296434127
Oyster,80.01295540503565,5.138203813923882,22.434785898126606,74.9075816379919,Water,66.23768523208601
Oyster,69.30760531230919,1.523474159549282,15.027072514309364,89.60435384347463,Supercritical CO2,51.68473922435284
Shiitake,168.0199545221304,9.953796854527905,20.996010551304717,62.47517743054901,Supercritical CO2,135.73346165180362
Portobello,151.20529932391395,1.5200250489672997,27.929174832758612,63.59887455172993,Water,56.174544907599845
Shiitake,174.05457481330714,7.255317059726979,34.48388887632714,53.15757611786222,Supercritical CO2,111.8675493616596
Portobello,31.130527992542603,9.853110327370722,31.94121653967799,67.7119254617495,Supercritical CO2,65.56153550483641
Oyster,134.2474707846195,3.1526209379433308,15.471899292910582,60.441941049393925,Ethanol,63.81222170740387
Oyster,169.51787765957644,2.2802443181847654,32.97121209349679,63.73546808710577,Ethanol,67.78262629440633
Oyster,40.80962124816223,2.09246445480186,30.66396826597252,83.38287161022511,Ethanol,48.27676599747945
Button,21.304365452352172,3.72947632810836,30.607522471419607,87.41938054109983,Ethanol,47.05040328034796
Portobello,135.99051037931002,1.9094122990958202,24.15991518007143,57.42932288020742,Supercritical CO2,62.261966024539895
Button,107.66042924058502,7.229452075247187,22.960105859090056,64.90035726213864,Water,81.89289134954316
Button,153.11089204890624,1.5606261831705641,21.058314576663854,87.14522248461577,Supercritical CO2,56.42676357859441
Shiitake,33.76130402646922,5.584799153348108,16.313897179087316,52.47233842756891,Supercritical CO2,56.79911721937566
Button,145.19544301618134,9.970271684676792,19.56470726987398,53.69442112445514,Supercritical CO2,119.60113533299398
Shiitake,44.27664440811657,8.325732425554168,19.932072699560493,56.51163956824917,Water,60.66890257061898
Shiitake,37.821510287169765,6.536974944079098,24.681541394204032,73.80851336507499,Ethanol,66.69776349218229
Button,37.9251856482688,3.756282587079505,29.948888131933877,56.0188908402399,Supercritical CO2,55.55398929121444
Portobello,148.47770243933496,6.6150625266247465,24.476196567958933,88.72305525802935,Supercritical CO2,102.84202796896487
Portobello,123.08352751835402,5.743373175204865,16.156888988943212,67.86858109034081,Ethanol,77.66101678972794
Portobello,98.92112221075028,4.834750455013343,34.15579601976408,70.06071841400666,Supercritical CO2,73.87041653910916
Portobello,71.00118230099542,2.1763933906617954,33.854486381882246,59.86634463221626,Water,53.72304447364059
Portobello,159.12409193822842,8.9794379371642,30.70379086296817,68.83841009738934,Supercritical CO2,122.32984772673302
Button,76.71566826184801,5.048061839391902,34.82655803128441,76.47654530548046,Supercritical CO2,71.30013718259278
Button,148.8219047101681,2.7516026063868857,25.889646656005258,80.0470854781617,Ethanol,67.91906163008612
Oyster,84.65293445693713,4.309834157895606,34.25536700506412,80.15472330839651,Supercritical CO2,63.358945831602405
Portobello,74.08055300223428,4.727167772760343,16.512100812335014,73.11564450776353,Supercritical CO2,67.16532223354524
Button,88.6555635638331,8.447841060101869,22.313614965227426,86.17439099975428,Water,81.35140570205697
Oyster,61.23423860790415,7.6025294250526185,19.507625360135314,82.69631389224438,Ethanol,73.76038169524541
Portobello,137.0935946299627,7.923744042772058,18.9166616826854,80.28192458794501,Ethanol,98.87329429831006
Shiitake,95.46246631572146,1.099281379857825,17.816058977853523,52.22422086721843,Water,51.2040097269597
Oyster,49.47615817495894,4.745385983617854,27.448272831319933,50.27511848878597,Supercritical CO2,63.64109642274168
Button,162.92767745667663,5.332097364717913,30.6264371149461,58.497891087818914,Ethanol,85.92527549411213
Shiitake,75.26150763344594,1.1727304914075103,26.565967988407213,76.5409437565381,Ethanol,52.115613648495476
Shiitake,102.40398638937806,3.3383188787053077,17.939254191764192,66.44789955530183,Supercritical CO2,70.21977162824558
Shiitake,164.10025886397298,7.842608408099215,31.222475398669417,66.09625037197247,Supercritical CO2,118.36743316064735
Oyster,116.12045930537866,2.2339873515609914,27.719094143274567,85.38347552918455,Ethanol,59.5125495468246
Button,29.872666920421892,5.817791183073325,22.76331412253991,85.82251392527354,Supercritical CO2,57.06410881934208
Shiitake,169.77146101429076,2.9368168481551375,28.48260591072126,86.36701056214343,Ethanol,71.87214059900445
Portobello,116.71036902214104,1.1090869717950396,20.198099584856656,62.55512306060109,Supercritical CO2,57.42024403902696
Shiitake,66.93395449170464,3.1708131183958734,21.90384416988421,77.64223250957048,Supercritical CO2,59.88920495122144
Shiitake,33.67625235277583,9.782863794190485,33.34971686263981,60.86532725097479,Water,61.505391630893385
Oyster,144.9842821759503,8.213834006946907,20.81009011342841,57.624393322977994,Supercritical CO2,103.3283206402509
Oyster,115.4123685078473,9.636189798889301,24.399765363158732,57.38529829389477,Water,95.39670859941928
Button,100.68838563597465,5.390686395337262,32.80282274792029,63.68430483454376,Supercritical CO2,74.39786672480415
Portobello,161.9617391186628,1.9876257880975317,29.15442700535055,67.19830479119287,Ethanol,61.824031245109566
Oyster,144.06152590817024,5.931635400763237,16.244064523294057,83.23796684220274,Ethanol,86.60798049046285
Shiitake,35.784729554567704,5.089396011039648,17.946060885579406,54.79564373890848,Supercritical CO2,55.859277632702096
Button,62.9927515252432,8.599213744656543,15.156831815438336,79.39703389579577,Supercritical CO2,74.45938532506834
Shiitake,52.24315376845917,1.8827432270582012,27.618435804583267,71.25819656757221,Ethanol,50.30670995270672
Shiitake,136.4708697373551,5.394170233196004,23.953468508208367,61.5178137070397,Supercritical CO2,84.89165394653698
Oyster,15.700513905082495,2.3504379822458583,17.68549701804551,69.71278338131299,Water,51.34240272094286
Button,106.88124642812382,3.9220833420105397,34.15868242113541,61.997682791080905,Water,62.72292381127744
Portobello,139.6179765759174,7.636213696490197,25.593194478912398,73.84327820953224,Water,100.34546031707947
Portobello,159.0501582494974,5.284163164318898,19.837865882257784,67.35375691420977,Water,87.70991042208497
Oyster,68.15389728170427,4.382994566311924,25.01207142309415,56.57622116315515,Water,64.08093856277958
Oyster,149.61374179424217,4.550286507130318,28.592406654702156,54.66332298222787,Supercritical CO2,79.31022489277353
Button,28.80739528238523,5.13502091565388,16.52478435947129,71.8678272828852,Supercritical CO2,59.04015073477062
